src/DatabaseConnection.java:3:	Avoid unused imports such as 'java.sql.ResultSet'
src/Login.java:68:	fieldCommentRequirement Required
src/Login.java:69:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:69:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:69:	Variables should start with a lowercase character, 'ProductNameField' starts with uppercase character.
src/Login.java:69:	fieldCommentRequirement Required
src/Login.java:70:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:70:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:70:	Variables should start with a lowercase character, 'ProductCodeField' starts with uppercase character.
src/Login.java:70:	fieldCommentRequirement Required
src/Login.java:71:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:71:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:71:	Perhaps 'btnHome' could be replaced by a local variable.
src/Login.java:71:	fieldCommentRequirement Required
src/Login.java:72:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:72:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:72:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'APOTHEMA_PANEL' is not final.
src/Login.java:72:	The field name indicates a constant but its modifiers do not
src/Login.java:72:	Variables should start with a lowercase character, 'APOTHEMA_PANEL' starts with uppercase character.
src/Login.java:72:	fieldCommentRequirement Required
src/Login.java:73:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:73:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:73:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_5' is not final.
src/Login.java:73:	Perhaps 'label_5' could be replaced by a local variable.
src/Login.java:73:	fieldCommentRequirement Required
src/Login.java:74:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:74:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:74:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_6' is not final.
src/Login.java:74:	Perhaps 'label_6' could be replaced by a local variable.
src/Login.java:74:	fieldCommentRequirement Required
src/Login.java:75:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:75:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:75:	Variables should start with a lowercase character, 'NameProduct1Field' starts with uppercase character.
src/Login.java:75:	fieldCommentRequirement Required
src/Login.java:76:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:76:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:76:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'button_1' is not final.
src/Login.java:76:	Perhaps 'button_1' could be replaced by a local variable.
src/Login.java:76:	fieldCommentRequirement Required
src/Login.java:77:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:77:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:77:	Variables should start with a lowercase character, 'YpoloipotextField' starts with uppercase character.
src/Login.java:77:	fieldCommentRequirement Required
src/Login.java:78:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:78:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:78:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'EPEKS_APOTH_PANEL' is not final.
src/Login.java:78:	The field name indicates a constant but its modifiers do not
src/Login.java:78:	Variables should start with a lowercase character, 'EPEKS_APOTH_PANEL' starts with uppercase character.
src/Login.java:78:	fieldCommentRequirement Required
src/Login.java:79:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:79:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:79:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_7' is not final.
src/Login.java:79:	Perhaps 'label_7' could be replaced by a local variable.
src/Login.java:79:	fieldCommentRequirement Required
src/Login.java:80:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:80:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:80:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_8' is not final.
src/Login.java:80:	Perhaps 'label_8' could be replaced by a local variable.
src/Login.java:80:	fieldCommentRequirement Required
src/Login.java:81:	Avoid excessively long variable names like NameProducttextField
src/Login.java:81:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:81:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:81:	Variables should start with a lowercase character, 'NameProducttextField' starts with uppercase character.
src/Login.java:81:	fieldCommentRequirement Required
src/Login.java:82:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:82:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:82:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_9' is not final.
src/Login.java:82:	Perhaps 'label_9' could be replaced by a local variable.
src/Login.java:82:	fieldCommentRequirement Required
src/Login.java:83:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:83:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:83:	Variables should start with a lowercase character, 'PosotitatextField' starts with uppercase character.
src/Login.java:83:	fieldCommentRequirement Required
src/Login.java:84:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:84:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:84:	Perhaps 'AgoraButton' could be replaced by a local variable.
src/Login.java:84:	Variables should start with a lowercase character, 'AgoraButton' starts with uppercase character.
src/Login.java:84:	fieldCommentRequirement Required
src/Login.java:85:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:85:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:85:	Perhaps 'PolisiButton' could be replaced by a local variable.
src/Login.java:85:	Variables should start with a lowercase character, 'PolisiButton' starts with uppercase character.
src/Login.java:85:	fieldCommentRequirement Required
src/Login.java:86:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:86:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:86:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'btnHome_2' is not final.
src/Login.java:86:	Perhaps 'btnHome_2' could be replaced by a local variable.
src/Login.java:86:	fieldCommentRequirement Required
src/Login.java:87:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:87:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:87:	Perhaps 'btnChangeUser' could be replaced by a local variable.
src/Login.java:87:	fieldCommentRequirement Required
src/Login.java:88:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:88:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:88:	Perhaps 'btnClear' could be replaced by a local variable.
src/Login.java:88:	fieldCommentRequirement Required
src/Login.java:89:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:89:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:89:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'ANAZITISI_PANEL' is not final.
src/Login.java:89:	The field name indicates a constant but its modifiers do not
src/Login.java:89:	Variables should start with a lowercase character, 'ANAZITISI_PANEL' starts with uppercase character.
src/Login.java:89:	fieldCommentRequirement Required
src/Login.java:90:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:90:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:90:	fieldCommentRequirement Required
src/Login.java:91:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:91:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:91:	Perhaps 'scrollPane' could be replaced by a local variable.
src/Login.java:91:	fieldCommentRequirement Required
src/Login.java:92:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:92:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:92:	fieldCommentRequirement Required
src/Login.java:93:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:93:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:93:	Perhaps 'btnNewButton' could be replaced by a local variable.
src/Login.java:93:	fieldCommentRequirement Required
src/Login.java:94:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:94:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:94:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'STATISTIKA_PANEL' is not final.
src/Login.java:94:	The field name indicates a constant but its modifiers do not
src/Login.java:94:	Variables should start with a lowercase character, 'STATISTIKA_PANEL' starts with uppercase character.
src/Login.java:94:	fieldCommentRequirement Required
src/Login.java:95:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:95:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:95:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_10' is not final.
src/Login.java:95:	Perhaps 'label_10' could be replaced by a local variable.
src/Login.java:95:	fieldCommentRequirement Required
src/Login.java:96:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:96:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:96:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_11' is not final.
src/Login.java:96:	Perhaps 'label_11' could be replaced by a local variable.
src/Login.java:96:	fieldCommentRequirement Required
src/Login.java:97:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:97:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:97:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_12' is not final.
src/Login.java:97:	Perhaps 'label_12' could be replaced by a local variable.
src/Login.java:97:	fieldCommentRequirement Required
src/Login.java:98:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:98:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:98:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'textField_1' is not final.
src/Login.java:98:	fieldCommentRequirement Required
src/Login.java:99:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:99:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:99:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'textField_2' is not final.
src/Login.java:99:	fieldCommentRequirement Required
src/Login.java:100:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:100:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:100:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'button_2' is not final.
src/Login.java:100:	Perhaps 'button_2' could be replaced by a local variable.
src/Login.java:100:	fieldCommentRequirement Required
src/Login.java:101:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:101:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:101:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'button_3' is not final.
src/Login.java:101:	Perhaps 'button_3' could be replaced by a local variable.
src/Login.java:101:	fieldCommentRequirement Required
src/Login.java:102:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:102:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:102:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_13' is not final.
src/Login.java:102:	Perhaps 'label_13' could be replaced by a local variable.
src/Login.java:102:	fieldCommentRequirement Required
src/Login.java:103:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:103:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:103:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'textField_3' is not final.
src/Login.java:103:	fieldCommentRequirement Required
src/Login.java:104:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:104:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:104:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'table_1' is not final.
src/Login.java:104:	fieldCommentRequirement Required
src/Login.java:105:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:105:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:105:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'button_4' is not final.
src/Login.java:105:	Perhaps 'button_4' could be replaced by a local variable.
src/Login.java:105:	fieldCommentRequirement Required
src/Login.java:106:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:106:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:106:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'label_14' is not final.
src/Login.java:106:	Perhaps 'label_14' could be replaced by a local variable.
src/Login.java:106:	fieldCommentRequirement Required
src/Login.java:107:	Fields should be declared at the top of the class, before any method declarations, constructors, initializers or inner classes.
src/Login.java:107:	Found non-transient, non-static member. Please mark as transient or provide accessors.
src/Login.java:107:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'textField_4' is not final.
src/Login.java:107:	fieldCommentRequirement Required
src/Login.java:125:	Avoid really long methods.
src/Login.java:125:	The method 'initialize' has a Cyclomatic Complexity of 80.
src/Login.java:125:	The method 'initialize' has a Modified Cyclomatic Complexity of 63.
src/Login.java:125:	The method 'initialize' has a Standard Cyclomatic Complexity of 63.
src/Login.java:125:	The method initialize() has an NCSS line count of 249
src/Login.java:125:	The method initialize() has an NPath complexity of 525859776
src/Login.java:132:	Local variable 'TEST_PSW_PANEL' could be declared final
src/Login.java:132:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'TEST_PSW_PANEL' is not final.
src/Login.java:132:	Variables should start with a lowercase character, 'TEST_PSW_PANEL' starts with uppercase character.
src/Login.java:133:	Potential violation of Law of Demeter (method chain calls)
src/Login.java:137:	Potential violation of Law of Demeter (method chain calls)
src/Login.java:140:	Local variable 'NEW_PRODUCT_PANEL' could be declared final
src/Login.java:140:	Only variables that are final should contain underscores (except for underscores in standard prefix/suffix), 'NEW_PRODUCT_PANEL' is not final.
src/Login.java:140:	Variables should start with a lowercase character, 'NEW_PRODUCT_PANEL' starts with uppercase character.
src/Login.java:141:	Potential violation of Law of Demeter (method chain calls)
src/Login.java:145:	Potential violation of Law of Demeter (method chain calls)
src/Login.java:149:	Potential violation of Law of Demeter (method chain calls)
src/Login.java:152:	Local variable 'lblNewLabel' could be declared final
src/Login.java:155:	The String literal "Tahoma" appears 21 times in this file; the first occurrence is on line 155
src/Login.java:171:	Local variable 'button' could be declared final
src/Login.java:175:	Parameter 'arg0' is not assigned and could be declared final
src/Login.java:175:	publicMethodCommentRequirement Required
src/Login.java:178:	Local variable 'query' could be declared final
src/Login.java:179:	Local variable 'pst' could be declared final
src/Login.java:180:	Potential violation of Law of Demeter (object not created locally)
src/Login.java:181:	Potential violation of Law of Demeter (object not created locally)
src/Login.java:183:	Avoid variables with short names like rs
src/Login.java:183:	Ensure that resources like this ResultSet object are closed after use
src/Login.java:183:	Local variable 'rs' could be declared final
src/Login.java:183:	Potential violation of Law of Demeter (object not created locally)
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:184:	Found 'DD'-anomaly for variable 'count' (lines '184'-'186').
src/Login.java:185:	Potential violation of Law of Demeter (object not created locally)
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:186:	Found 'DD'-anomaly for variable 'count' (lines '186'-'186').
src/Login.java:188:	Avoid using Literals in Conditional Statements
src/Login.java:196:	Avoid using Literals in Conditional Statements
src/Login.java:201:	Avoid using Literals in Conditional Statements
src/Login.java:206:	Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block
src/Login.java:206:	Avoid empty catch blocks
src/Login.java:206:	Avoid empty catch blocks
src/Login.java:241:	Parameter 'arg0' is not assigned and could be declared final
src/Login.java:241:	publicMethodCommentRequirement Required
src/Login.java:250:	Avoid catching generic exceptions such as NullPointerException, RuntimeException, Exception in try-catch block
src/Login.java:250:	Avoid empty catch blocks
src/Login.java:250:	Avoid empty catch blocks
